IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
1908,1,0.00273224,C,5,0,33,67,B12,Regular,185,R93
1910,1,0.75,E,7,7,30,54,B2,Regular,3132,R11
1913,1,0.75,E,6,1,38,85,B12,Regular,2949,R31
1916,2,0.42,C,6,0,49,50,B12,Diesel,177,R93
1917,1,0.32,C,6,0,49,50,B12,Diesel,177,R93
1919,2,0.75,A,4,0,63,72,B12,Regular,41,R91
1921,1,0.00273224,A,4,0,63,50,B12,Regular,41,R91
1923,1,0.47,E,4,0,40,50,B12,Regular,3744,R93
1925,2,0.28,E,4,0,40,50,B12,Regular,3744,R93
1929,1,0.62,E,5,4,23,80,B6,Diesel,2001,R83
1930,1,0.12,E,5,4,23,80,B6,Diesel,2001,R83
1933,1,0.09,C,4,1,32,78,B12,Regular,252,R21
1935,1,0.6,C,4,1,32,62,B12,Regular,252,R21
1937,1,0.05,C,4,1,32,78,B12,Regular,252,R21
1940,1,0.67,B,8,4,56,50,B14,Regular,66,R93
1941,1,0.07,B,8,4,56,50,B14,Regular,66,R93
1943,1,0.008196721,E,5,0,29,75,B12,Regular,2178,R11
1944,1,0.63,E,5,0,29,75,B12,Regular,2178,R11
1945,1,0.1,E,5,0,29,75,B12,Regular,2178,R11
1948,1,0.69,C,5,0,48,50,B12,Regular,161,R82
1949,1,0.05,C,5,0,48,50,B12,Regular,161,R82
1951,1,0.72,E,5,0,53,50,B12,Regular,3302,R11
1953,1,0.03,E,5,0,53,50,B12,Regular,3302,R11
1954,3,0.45,B,4,0,28,72,B12,Regular,53,R93
1955,1,0.18,B,4,0,28,72,B12,Regular,53,R93
1957,1,0.75,E,10,10,34,100,B1,Regular,6570,R11
1959,2,0.04,C,5,0,72,50,B12,Regular,134,R91
1961,1,0.7,C,5,0,72,50,B12,Regular,134,R91
1963,1,0.1,E,9,0,78,50,B12,Regular,2580,R72
1964,1,0.64,E,9,0,78,50,B12,Regular,2580,R72
1967,1,0.75,F,10,8,50,51,B12,Regular,27000,R11
1970,1,0.75,D,6,2,25,100,B12,Regular,1005,R73
1973,1,0.66,D,10,0,45,50,B12,Diesel,1241,R26
1974,1,0.06,D,10,0,45,50,B12,Diesel,1241,R26
1977,1,0.09,E,5,0,77,50,B12,Regular,7049,R11
1978,1,0.66,E,5,0,77,50,B12,Regular,7049,R11
1981,1,0.2,D,5,0,39,50,B12,Regular,824,R91
1983,1,0.54,D,5,0,39,50,B12,Regular,824,R91
1986,1,0.1,E,7,5,54,50,B12,Diesel,5912,R41
1987,1,0.43,E,7,5,54,50,B12,Diesel,5912,R41
1988,1,0.13,D,5,0,45,50,B12,Regular,1271,R91
1991,1,0.08,C,5,0,52,100,B12,Regular,122,R11
1992,1,0.6,C,5,0,52,100,B12,Regular,122,R11
1994,1,0.17,C,5,0,55,50,B12,Regular,116,R93
1995,1,0.56,C,5,0,55,50,B12,Regular,116,R93
1998,1,0.06,D,7,4,45,50,B12,Regular,1516,R72
2000,1,0.68,D,7,4,45,50,B12,Regular,1516,R72
2002,1,0.00273224,D,6,0,30,64,B12,Diesel,572,R93
2003,1,0.07,D,6,0,30,64,B12,Diesel,572,R93
2004,1,0.66,D,6,0,30,60,B12,Diesel,572,R93
2007,1,0.74,D,6,0,70,50,B12,Regular,721,R93
2010,1,0.11,D,5,0,69,50,B12,Regular,818,R31
2012,1,0.62,D,5,0,69,50,B12,Regular,818,R31
2014,1,0.08,B,7,0,33,50,B12,Diesel,50,R11
2015,1,0.27,B,7,0,33,50,B12,Diesel,50,R11
2016,2,0.39,B,7,0,33,50,B12,Diesel,50,R11
2019,1,0.1,E,5,0,53,50,B12,Regular,3991,R21
2020,1,0.64,E,5,0,53,50,B12,Regular,3991,R21
2023,1,0.24,B,6,0,48,68,B12,Regular,67,R94
2024,1,0.49,B,6,0,48,59,B12,Regular,67,R94
2026,1,0.1,D,7,4,33,68,B1,Diesel,1929,R11
2027,1,0.52,D,7,4,33,68,B1,Diesel,1929,R11
2029,1,0.08,C,9,0,41,50,B12,Regular,134,R41
2030,1,0.65,C,9,0,41,50,B12,Regular,134,R41
2032,1,0.74,C,4,0,47,55,B12,Regular,145,R73
2035,1,0.09,A,10,0,67,50,B12,Diesel,24,R26
2036,1,0.64,A,10,0,67,50,B12,Diesel,24,R26
2039,1,0.06,E,4,0,63,50,B12,Regular,9802,R11
2041,1,0.68,E,4,0,63,50,B12,Regular,9802,R11
2043,1,0.09,A,4,0,37,68,B12,Regular,48,R72
2044,1,0.65,A,4,0,37,51,B12,Regular,48,R72
2049,1,0.74,E,6,7,33,76,B12,Regular,3132,R11
2053,1,0.74,E,4,0,34,50,B12,Regular,2703,R31
2055,1,0.19,F,5,0,29,85,B12,Regular,14368,R11
2056,1,0.54,F,5,0,29,85,B12,Regular,14368,R11
2058,1,0.55,C,9,1,51,70,B12,Regular,480,R22
2060,1,0.54,C,5,0,41,50,B12,Regular,353,R11
2062,1,0.19,C,5,0,41,50,B12,Regular,353,R11
2064,1,0.55,C,5,0,30,90,B12,Regular,145,R82
2066,1,0.17,C,5,0,30,100,B12,Regular,145,R82
2067,1,0.14,C,5,0,30,100,B12,Regular,145,R82
2069,1,0.55,F,5,0,69,50,B12,Regular,27000,R11
2071,1,0.18,F,5,0,69,50,B12,Regular,27000,R11
2073,1,0.66,D,6,0,67,50,B12,Diesel,1322,R25
2074,1,0.07,D,6,0,67,50,B12,Diesel,1322,R25
